"Publisher","ISSN","eISSN","JIF","Publication Year"
"LIPPINCOTT WILLIAMS & WILKINS","0009-7322","1524-4539",29.69,2020
"LIPPINCOTT WILLIAMS & WILKINS","0009-7322","1524-4539",29.69,2020
"LIPPINCOTT WILLIAMS & WILKINS","0732-183X","1527-7755",44.544,2020
"ROYAL SOC CHEMISTRY","N/A","2046-2069",3.361,2020
"SOC NEUROSCIENCE","0270-6474","1529-2401",6.167,2020
"ELSEVIER SCIENCE SA","1385-8947","1873-3212",13.273,2020
"ELSEVIER SCIENCE SA","1385-8947","1873-3212",13.273,2020
"AMER CHEMICAL SOC","1530-6984","1530-6992",11.189,2020
"AMER CHEMICAL SOC","1530-6984","1530-6992",11.189,2020
"AMER CHEMICAL SOC","1530-6984","1530-6992",11.189,2020
"AMER CHEMICAL SOC","1530-6984","1530-6992",11.189,2020
"AMER CHEMICAL SOC","1530-6984","1530-6992",11.189,2020
"AMER CHEMICAL SOC","1530-6984","1530-6992",11.189,2020
"ROYAL SOC CHEMISTRY","0306-0012","1460-4744",54.564,2020
"ELSEVIER SCI LTD","0959-6526","1879-1786",9.297,2020
"ELSEVIER SCI LTD","0959-6526","1879-1786",9.297,2020
"ELSEVIER SCI LTD","0959-6526","1879-1786",9.297,2020
"AMER CHEMICAL SOC","1932-7447","1932-7455",4.126,2020
"AMER CHEMICAL SOC","1932-7447","1932-7455",4.126,2020
"AMER CHEMICAL SOC","1932-7447","1932-7455",4.126,2020
"ELSEVIER SCI LTD","0960-8524","1873-2976",9.642,2020
"ELSEVIER SCI LTD","0960-8524","1873-2976",9.642,2020
"ELSEVIER SCI LTD","0960-8524","1873-2976",9.642,2020
"AMER INST PHYSICS","0021-8979","1089-7550",2.546,2020
"AMER ASSOC CANCER RESEARCH","0008-5472","1538-7445",12.701,2020
"BMJ PUBLISHING GROUP","1756-1833","1756-1833",39.89,2020
"ELSEVIER SCI LTD","0308-8146","1873-7072",7.514,2020
"ELSEVIER SCI LTD","0308-8146","1873-7072",7.514,2020
"ELSEVIER SCI LTD","0308-8146","1873-7072",7.514,2020
"AMER CHEMICAL SOC","0003-2700","1520-6882",6.986,2020
"ELSEVIER SCIENCE SA","0925-8388","1873-4669",5.316,2020
"ELSEVIER SCIENCE SA","0925-8388","1873-4669",5.316,2020
"ELSEVIER SCIENCE SA","0925-8388","1873-4669",5.316,2020
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",18.808,2020
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",18.808,2020
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",18.808,2020
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",18.808,2020
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",18.808,2020
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",18.808,2020
"OXFORD UNIV PRESS","1367-4803","1367-4811",6.937,2020
"OXFORD UNIV PRESS","1367-4803","1367-4811",6.937,2020
"OXFORD UNIV PRESS","1367-4803","1367-4811",6.937,2020
"AMER ASSOC IMMUNOLOGISTS","0022-1767","1550-6606",5.422,2020
"ELSEVIER","0169-4332","1873-5584",6.707,2020
"ELSEVIER","0169-4332","1873-5584",6.707,2020
"ELSEVIER","0169-4332","1873-5584",6.707,2020
"ELSEVIER","0169-4332","1873-5584",6.707,2020
"AMER CHEMICAL SOC","0021-8561","1520-5118",5.279,2020
"AMER CHEMICAL SOC","0021-8561","1520-5118",5.279,2020
"AMER CHEMICAL SOC","0021-8561","1520-5118",5.279,2020
"ELSEVIER","0378-7753","1873-2755",9.127,2020
"ELSEVIER","0378-7753","1873-2755",9.127,2020
"ELSEVIER","0378-7753","1873-2755",9.127,2020
"ELSEVIER","0378-7753","1873-2755",9.127,2020
"EDP SCIENCES S A","0004-6361","1432-0746",5.803,2020
"MDPI","N/A","1422-0067",5.924,2020
"MDPI","N/A","1422-0067",5.924,2020
"ELSEVIER","0304-3894","1873-3336",10.588,2020
"ELSEVIER","0304-3894","1873-3336",10.588,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0013-4686","1873-3859",6.901,2020
"PERGAMON-ELSEVIER SCIENCE LTD","1364-0321","1879-0690",14.982,2020
"PERGAMON-ELSEVIER SCIENCE LTD","1364-0321","1879-0690",14.982,2020
"AMER SOC CLINICAL INVESTIGATION INC","0021-9738","1558-8238",14.808,2020
"AMER PHYSICAL SOC","2469-9926","2469-9934",3.14,2020
"AMER PHYSICAL SOC","2469-9926","2469-9934",3.14,2020
"OPTICAL SOC AMER","1094-4087","N/A",3.894,2020
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",7.79,2020
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",7.79,2020
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",7.79,2020
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",7.79,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0045-6535","1879-1298",7.086,2020
"ELSEVIER SCI LTD","0142-9612","1878-5905",12.479,2020
"ELSEVIER SCI LTD","0142-9612","1878-5905",12.479,2020
"ELSEVIER SCIENCE INC","0735-1097","1558-3597",24.093,2020
"AMER CHEMICAL SOC","0743-7463","1520-5827",3.882,2020
"AMER CHEMICAL SOC","0743-7463","1520-5827",3.882,2020
"AMER CHEMICAL SOC","0743-7463","1520-5827",3.882,2020
"AMER CHEMICAL SOC","0897-4756","1520-5002",9.811,2020
"AMER CHEMICAL SOC","0897-4756","1520-5002",9.811,2020
"ELSEVIER SCI LTD","0950-0618","1879-0526",6.141,2020
"ELSEVIER SCI LTD","0950-0618","1879-0526",6.141,2020
"ELSEVIER SCI LTD","0950-0618","1879-0526",6.141,2020
"ROYAL SOC CHEMISTRY","1463-9076","1463-9084",3.676,2020
"ROYAL SOC CHEMISTRY","1463-9076","1463-9084",3.676,2020
"ELSEVIER","0926-3373","1873-3883",19.503,2020
"ELSEVIER","0926-3373","1873-3883",19.503,2020
"ELSEVIER","0926-3373","1873-3883",19.503,2020
"ELSEVIER SCI LTD","0306-2619","1872-9118",9.746,2020
"ELSEVIER SCI LTD","0306-2619","1872-9118",9.746,2020
"AMER GEOPHYSICAL UNION","0094-8276","1944-8007",4.72,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0043-1354","1879-2448",11.236,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0043-1354","1879-2448",11.236,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0043-1354","1879-2448",11.236,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0360-3199","1879-3487",5.816,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0360-3199","1879-3487",5.816,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0360-3199","1879-3487",5.816,2020
"ACADEMIC PRESS INC ELSEVIER SCIENCE","1053-8119","1095-9572",6.556,2020
"ACADEMIC PRESS INC ELSEVIER SCIENCE","1053-8119","1095-9572",6.556,2020
"ACADEMIC PRESS INC ELSEVIER SCIENCE","1053-8119","1095-9572",6.556,2020
"AMER SOC MICROBIOLOGY","0099-2240","1098-5336",4.792,2020
"AMER SOC MICROBIOLOGY","0099-2240","1098-5336",4.792,2020
"NATURE RESEARCH","1078-8956","1546-170X",53.44,2020
"NATURE RESEARCH","1078-8956","1546-170X",53.44,2020
"NATURE RESEARCH","1078-8956","1546-170X",53.44,2020
"NATURE RESEARCH","1061-4036","1546-1718",38.33,2020
"NATURE RESEARCH","1476-1122","1476-4660",43.841,2020
"NATURE RESEARCH","1476-1122","1476-4660",43.841,2020
"NATURE RESEARCH","1476-1122","1476-4660",43.841,2020
"NATURE RESEARCH","1476-1122","1476-4660",43.841,2020
"AMER SOC MICROBIOLOGY","0022-538X","1098-5514",5.103,2020
"AMER CHEMICAL SOC","1520-6106","1520-5207",2.991,2020
"AMER CHEMICAL SOC","0024-9297","1520-5835",5.985,2020
"CELL PRESS","0896-6273","1097-4199",17.173,2020
"WILEY-V C H VERLAG GMBH","0947-6539","1521-3765",5.236,2020
"LIPPINCOTT WILLIAMS & WILKINS","0028-3878","1526-632X",9.91,2020
"ELSEVIER SCIENCE SA","N/A","0925-4005",7.46,2020
"ELSEVIER SCIENCE SA","N/A","0925-4005",7.46,2020
"ELSEVIER SCIENCE SA","N/A","0925-4005",7.46,2020
"AMER CHEMICAL SOC","1523-7060","1523-7052",6.005,2020
"AMER PHYSICAL SOC","2470-0045","2470-0053",2.529,2020
"AMER PHYSICAL SOC","2470-0045","2470-0053",2.529,2020
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2169-3536","2169-3536",3.367,2020
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2169-3536","2169-3536",3.367,2020
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2169-3536","2169-3536",3.367,2020
"AMER ASSOC CANCER RESEARCH","1078-0432","1557-3265",12.531,2020
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0006-291X","1090-2104",3.575,2020
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0006-291X","1090-2104",3.575,2020
"ELSEVIER SCI LTD","0144-8617","1879-1344",9.381,2020
"ELSEVIER SCI LTD","0144-8617","1879-1344",9.381,2020
"ELSEVIER SCI LTD","0144-8617","1879-1344",9.381,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0360-5442","1873-6785",7.147,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0360-5442","1873-6785",7.147,2020
"AMER CHEMICAL SOC","0020-1669","1520-510X",5.165,2020
"OXFORD UNIV PRESS INC","0032-0889","1532-2548",8.34,2020
"SPRINGER","1029-8479","1029-8479",5.81,2020
"ELSEVIER SCIENCE SA","0921-5093","1873-4936",5.234,2020
"ELSEVIER SCIENCE SA","0921-5093","1873-4936",5.234,2020
"ELSEVIER SCIENCE SA","0921-5093","1873-4936",5.234,2020
"ROYAL SOC CHEMISTRY","1754-5692","1754-5706",38.532,2020
"ROYAL SOC CHEMISTRY","1754-5692","1754-5706",38.532,2020
"ROYAL SOC CHEMISTRY","1754-5692","1754-5706",38.532,2020
"ROYAL SOC CHEMISTRY","1754-5692","1754-5706",38.532,2020
"AMER CHEMICAL SOC","0022-3263","1520-6904",4.354,2020
"ELSEVIER SCI LTD","0016-2361","1873-7153",6.609,2020
"ELSEVIER SCI LTD","0016-2361","1873-7153",6.609,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0008-6223","1873-3891",9.594,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0008-6223","1873-3891",9.594,2020
"AMER PSYCHOLOGICAL ASSOC","0022-3514","1939-1315",7.673,2020
"PERGAMON-ELSEVIER SCIENCE LTD","1359-6454","1873-2453",8.203,2020
"PERGAMON-ELSEVIER SCIENCE LTD","1359-6454","1873-2453",8.203,2020
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0021-9797","1095-7103",8.128,2020
"AMER ACAD PEDIATRICS","0031-4005","1098-4275",7.125,2020
"W B SAUNDERS CO-ELSEVIER INC","0016-5085","1528-0012",22.682,2020
"WILEY-V C H VERLAG GMBH","1614-6832","1614-6840",29.368,2020
"WILEY-V C H VERLAG GMBH","1614-6832","1614-6840",29.368,2020
"WILEY-V C H VERLAG GMBH","1614-6832","1614-6840",29.368,2020
"WILEY-V C H VERLAG GMBH","1614-6832","1614-6840",29.368,2020
"WILEY-V C H VERLAG GMBH","1614-6832","1614-6840",29.368,2020
"FRONTIERS MEDIA SA","1664-302X","1664-302X",5.64,2020
"AMER CHEMICAL SOC","2155-5435","2155-5435",13.084,2020
"AMER CHEMICAL SOC","0888-5885","1520-5045",3.764,2020
"MDPI","N/A","1424-8220",3.576,2020
"MDPI","N/A","1424-8220",3.576,2020
"MDPI","N/A","1424-8220",3.576,2020
"NATURE RESEARCH","1548-7091","1548-7105",28.547,2020
"ENDOCRINE SOC","0021-972X","1945-7197",5.958,2020
"ELECTROCHEMICAL SOC INC","0013-4651","1945-7111",4.316,2020
"ELECTROCHEMICAL SOC INC","0013-4651","1945-7111",4.316,2020
"OXFORD UNIV PRESS INC","1058-4838","1537-6591",9.079,2020
"OXFORD UNIV PRESS INC","1058-4838","1537-6591",9.079,2020
"OXFORD UNIV PRESS INC","1058-4838","1537-6591",9.079,2020
"MDPI","N/A","1420-3049",4.412,2020
"MDPI","N/A","1420-3049",4.412,2020
"ELSEVIER","0376-7388","1873-3123",8.742,2020
"ELSEVIER","0376-7388","1873-3123",8.742,2020
"CELL PRESS","1097-2765","1097-4164",17.97,2020
"CELL PRESS","1097-2765","1097-4164",17.97,2020
"AMER DIABETES ASSOC","0149-5992","1935-5548",19.112,2020
"AMER CHEMICAL SOC","0022-2623","1520-4804",7.446,2020
"FRONTIERS MEDIA SA","1664-3224","1664-3224",7.561,2020
"ELSEVIER SCI LTD","0269-7491","1873-6424",8.071,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0017-9310","1879-2189",5.584,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0017-9310","1879-2189",5.584,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0017-9310","1879-2189",5.584,2020
"AMER CHEMICAL SOC","0001-4842","1520-4898",22.384,2020
"OXFORD UNIV PRESS","0195-668X","1522-9645",29.983,2020
"WILEY","1469-493X","1361-6137",9.289,2020
"ELSEVIER SCI LTD","0272-8842","1873-3956",4.527,2020
"AMER GEOPHYSICAL UNION","2169-897X","2169-8996",4.261,2020
"ROYAL SOC CHEMISTRY","1477-9226","1477-9234",4.39,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0196-8904","1879-2227",9.709,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0196-8904","1879-2227",9.709,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0196-8904","1879-2227",9.709,2020
"AMER SOC MICROBIOLOGY","0066-4804","1098-6596",5.191,2020
"AMER SOC MICROBIOLOGY","0066-4804","1098-6596",5.191,2020
"WILEY","0008-543X","1097-0142",6.86,2020
"ELSEVIER","0141-8130","1879-0003",6.953,2020
"ELSEVIER","0141-8130","1879-0003",6.953,2020
"ELSEVIER","0141-8130","1879-0003",6.953,2020
"ROCKEFELLER UNIV PRESS","0021-9525","1540-8140",10.539,2020
"LIPPINCOTT WILLIAMS & WILKINS","0039-2499","1524-4628",7.914,2020
"LIPPINCOTT WILLIAMS & WILKINS","0039-2499","1524-4628",7.914,2020
"NATURE RESEARCH","1087-0156","1546-1696",54.908,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0016-7037","1872-9533",5.01,2020
"CELL PRESS","0960-9822","1879-0445",10.834,2020
"CELL PRESS","0960-9822","1879-0445",10.834,2020
"CELL PRESS","0960-9822","1879-0445",10.834,2020
"WILEY","0270-9139","1527-3350",17.425,2020
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",13.281,2020
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",13.281,2020
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",13.281,2020
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",13.281,2020
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",13.281,2020
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",13.281,2020
"SPRINGERNATURE","0950-9232","1476-5594",9.867,2020
"SPRINGERNATURE","0950-9232","1476-5594",9.867,2020
"SPRINGERNATURE","0950-9232","1476-5594",9.867,2020
"SPRINGERNATURE","0950-9232","1476-5594",9.867,2020
"AMER CHEMICAL SOC","0006-2960","1520-4995",3.163,2020
"AMER THORACIC SOC","1073-449X","1535-4970",21.405,2020
"AMER THORACIC SOC","1073-449X","1535-4970",21.405,2020
"WILEY","0261-4189","1460-2075",11.598,2020
"WILEY","0261-4189","1460-2075",11.598,2020
"NATURE RESEARCH","1748-3387","1748-3395",39.213,2020
"NATURE RESEARCH","1748-3387","1748-3395",39.213,2020
"ROCKEFELLER UNIV PRESS","0022-1007","1540-9538",14.307,2020
"ROCKEFELLER UNIV PRESS","0022-1007","1540-9538",14.307,2020
"ELSEVIER","0012-821X","1385-013X",5.255,2020
"OPTICAL SOC AMER","0146-9592","1539-4794",3.776,2020
"ELSEVIER","2211-2855","2211-3282",17.881,2020
"ELSEVIER","2211-2855","2211-3282",17.881,2020
"ELSEVIER","2211-2855","2211-3282",17.881,2020
"ELSEVIER","2211-2855","2211-3282",17.881,2020
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0046","1557-9948",8.236,2020
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0046","1557-9948",8.236,2020
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0046","1557-9948",8.236,2020
"NATURE RESEARCH","1097-6256","1546-1726",24.884,2020
"ELSEVIER","0022-1694","1879-2707",5.722,2020
"ELSEVIER","0022-1694","1879-2707",5.722,2020
"ELSEVIER","0022-1694","1879-2707",5.722,2020
"ELSEVIER SCIENCE INC","0034-4257","1879-0704",10.164,2020
"ELSEVIER SCIENCE INC","0034-4257","1879-0704",10.164,2020
"ELSEVIER SCIENCE INC","0034-4257","1879-0704",10.164,2020
"CELL PRESS","2211-1247","2211-1247",9.423,2020
"CAMBRIDGE UNIV PRESS","0022-1120","1469-7645",3.627,2020
"CAMBRIDGE UNIV PRESS","0022-1120","1469-7645",3.627,2020
"ELSEVIER SCIENCE INC","1470-2045","1474-5488",41.316,2020
"SPRINGER HEIDELBERG","0944-1344","1614-7499",4.223,2020
"WILEY","0028-646X","1469-8137",10.152,2020
"AMER COLL PHYSICIANS","0003-4819","1539-3704",25.391,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0960-1481","1879-0682",8.001,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0960-1481","1879-0682",8.001,2020
"WILEY","0012-9658","1939-9170",5.499,2020
"FRONTIERS MEDIA SA","1664-462X","1664-462X",5.754,2020
"RADIOLOGICAL SOC NORTH AMERICA","0033-8419","N/A",11.105,2020
"ELSEVIER SCI LTD","0264-1275","1873-4197",7.991,2020
"AMER ECONOMIC ASSOC","0002-8282","1944-7981",9.17,2020
"MDPI","N/A","2071-1050",3.251,2020
"MDPI","N/A","2071-1050",3.251,2020
"MDPI","N/A","2071-1050",3.251,2020
"MDPI","N/A","2071-1050",3.251,2020
"CELL PRESS","1074-7613","1097-4180",31.745,2020
"ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235",10.618,2020
"ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235",10.618,2020
"ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235",10.618,2020
"ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235",10.618,2020
"ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235",10.618,2020
"AMER SOC MICROBIOLOGY","0021-9193","1098-5530",3.49,2020
"WILEY","0021-8995","1097-4628",3.125,2020
"PERGAMON-ELSEVIER SCIENCE LTD","1352-2310","1873-2844",4.798,2020
"PERGAMON-ELSEVIER SCIENCE LTD","1352-2310","1873-2844",4.798,2020
"ELIFE SCIENCES PUBLICATIONS LTD","2050-084X","2050-084X",8.146,2020
"ELSEVIER","0021-9673","1873-3778",4.759,2020
"ELSEVIER","0021-9673","1873-3778",4.759,2020
"OXFORD UNIV PRESS","0002-9165","1938-3207",7.047,2020
"AMER GEOPHYSICAL UNION","0043-1397","1944-7973",5.24,2020
"AMER GEOPHYSICAL UNION","0043-1397","1944-7973",5.24,2020
"AMER GEOPHYSICAL UNION","0043-1397","1944-7973",5.24,2020
"ASSOC RESEARCH VISION OPHTHALMOLOGY INC","0146-0404","1552-5783",4.799,2020
"AMER PSYCHOLOGICAL ASSOC","0033-2909","1939-1455",17.737,2020
"AMER PSYCHOLOGICAL ASSOC","0033-2909","1939-1455",17.737,2020
"ELSEVIER SCIENCE INC","0022-0302","1525-3198",4.034,2020
"ELSEVIER SCIENCE INC","0022-0302","1525-3198",4.034,2020
"ELSEVIER","0370-2693","1873-2445",4.771,2020
"ELSEVIER","0370-2693","1873-2445",4.771,2020
"ELSEVIER","0370-2693","1873-2445",4.771,2020
"PERGAMON-ELSEVIER SCIENCE LTD","1359-4311","1873-5606",5.295,2020
"PERGAMON-ELSEVIER SCIENCE LTD","1359-4311","1873-5606",5.295,2020
"PERGAMON-ELSEVIER SCIENCE LTD","1359-4311","1873-5606",5.295,2020
"PERGAMON-ELSEVIER SCIENCE LTD","1359-4311","1873-5606",5.295,2020
"ELSEVIER SCI LTD","0032-3861","1873-2291",4.43,2020
"MDPI","N/A","1660-4601",3.39,2020
"MDPI","N/A","1660-4601",3.39,2020
"MDPI","N/A","1660-4601",3.39,2020
"ROYAL SOC CHEMISTRY","2041-6520","2041-6539",9.825,2020
"LIPPINCOTT WILLIAMS & WILKINS","0009-7330","1524-4571",17.367,2020
"LIPPINCOTT WILLIAMS & WILKINS","0009-7330","1524-4571",17.367,2020
"LIPPINCOTT WILLIAMS & WILKINS","0009-7330","1524-4571",17.367,2020
"AMER ASSOC ADVANCEMENT SCIENCE","2375-2548","2375-2548",14.143,2020
"AMER METEOROLOGICAL SOC","0894-8755","1520-0442",5.148,2020
"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0022-2836","1089-8638",5.469,2020
"OXFORD UNIV PRESS INC","1040-4651","1532-298X",11.277,2020
"OXFORD UNIV PRESS INC","1040-4651","1532-298X",11.277,2020
"OXFORD UNIV PRESS INC","1040-4651","1532-298X",11.277,2020
"ELSEVIER","0377-2217","1872-6860",5.334,2020
"ROYAL SOC","0962-8452","1471-2954",5.349,2020
"ROYAL SOC","0962-8452","1471-2954",5.349,2020
"ROYAL SOC","0962-8452","1471-2954",5.349,2020
"OXFORD UNIV PRESS","0006-8950","1460-2156",13.501,2020
"OXFORD UNIV PRESS","0006-8950","1460-2156",13.501,2020
"LIPPINCOTT WILLIAMS & WILKINS","0003-4932","1528-1140",12.969,2020
"WILEY","0020-7136","1097-0215",7.396,2020
"AMER CHEMICAL SOC","1089-5639","1520-5215",2.781,2020
"AMER CHEMICAL SOC","1089-5639","1520-5215",2.781,2020
"COMPANY BIOLOGISTS LTD","0950-1991","1477-9129",6.868,2020
"MOSBY-ELSEVIER","0091-6749","1097-6825",10.793,2020
"MOSBY-ELSEVIER","0091-6749","1097-6825",10.793,2020
"SPRINGER","0022-2461","1573-4803",4.22,2020
"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0301-4797","1095-8630",6.789,2020
"NATURE RESEARCH","1474-175X","1474-1768",60.716,2020
"AMER CHEMICAL SOC","2168-0485","2168-0485",8.198,2020
"AMER CHEMICAL SOC","2168-0485","2168-0485",8.198,2020
"AMER CHEMICAL SOC","2168-0485","2168-0485",8.198,2020
"ROYAL SOC CHEMISTRY","2050-7526","2050-7534",7.393,2020
"ROYAL SOC CHEMISTRY","2050-7526","2050-7534",7.393,2020
"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","0890-9369","1549-5477",11.361,2020
"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","0890-9369","1549-5477",11.361,2020
"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","0890-9369","1549-5477",11.361,2020
"OXFORD UNIV PRESS","0022-0957","1460-2431",6.992,2020
"OXFORD UNIV PRESS","0737-4038","1537-1719",16.24,2020
"OXFORD UNIV PRESS","0737-4038","1537-1719",16.24,2020
"OXFORD UNIV PRESS","0737-4038","1537-1719",16.24,2020
"ELSEVIER","0923-7534","1569-8041",32.976,2020
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0021-9991","1090-2716",3.553,2020
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0021-9991","1090-2716",3.553,2020
"COPERNICUS GESELLSCHAFT MBH","1680-7316","1680-7324",6.133,2020
"COPERNICUS GESELLSCHAFT MBH","1680-7316","1680-7324",6.133,2020
"ELSEVIER","0378-5173","1873-3476",5.875,2020
"AMER DIABETES ASSOC","0012-1797","1939-327X",9.461,2020
"ELSEVIER","0168-3659","1873-4995",9.776,2020
"ELSEVIER","0168-3659","1873-4995",9.776,2020
"MDPI","N/A","2072-6643",5.719,2020
"ELSEVIER SCI LTD","0301-4215","1873-6777",6.142,2020
"ELSEVIER SCI LTD","0301-4215","1873-6777",6.142,2020
"ELSEVIER SCI LTD","0301-4215","1873-6777",6.142,2020
"ELSEVIER SCI LTD","0301-4215","1873-6777",6.142,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0040-4039","1873-3581",2.415,2020
"AMER CHEMICAL SOC","1948-7185","N/A",6.475,2020
"AMER CHEMICAL SOC","1948-7185","N/A",6.475,2020
"AMER CHEMICAL SOC","1948-7185","N/A",6.475,2020
"AMER CHEMICAL SOC","1948-7185","N/A",6.475,2020
"ROYAL SOC CHEMISTRY","1463-9262","1463-9270",10.182,2020
"ROYAL SOC CHEMISTRY","1463-9262","1463-9270",10.182,2020
"IEEE COMPUTER SOC","0162-8828","1939-3539",16.389,2020
"IEEE COMPUTER SOC","0162-8828","1939-3539",16.389,2020
"HINDAWI LTD","2314-6133","N/A",3.411,2020
"HINDAWI LTD","2314-6133","N/A",3.411,2020
"AMER SOC MICROBIOLOGY","0270-7306","1098-5549",4.272,2020
"AMER SOC MICROBIOLOGY","0270-7306","1098-5549",4.272,2020
"AMER CHEMICAL SOC","0887-0624","1520-5029",3.605,2020
"AMER CHEMICAL SOC","0887-0624","1520-5029",3.605,2020
"AMER SOC MICROBIOLOGY","0095-1137","1098-660X",5.948,2020
"ELSEVIER","0012-3692","1931-3543",9.41,2020
"ELSEVIER","0012-3692","1931-3543",9.41,2020
"NATURE RESEARCH","1471-0072","1471-0080",94.444,2020
"BMJ PUBLISHING GROUP","0017-5749","1468-3288",23.059,2020
"AMER GEOPHYSICAL UNION","2169-9313","2169-9356",3.848,2020
"ELSEVIER","0006-8993","1872-6240",3.252,2020
"ELSEVIER","0003-2670","1873-4324",6.558,2020
"AMER PHYSICAL SOC","0034-6861","1539-0756",54.494,2020
"WILEY","0022-3751","1469-7793",5.182,2020
"WILEY","0022-3751","1469-7793",5.182,2020
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1057-7149","1941-0042",10.856,2020
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1057-7149","1941-0042",10.856,2020
"BMJ PUBLISHING GROUP","0003-4967","1468-2060",19.103,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0277-9536","1873-5347",4.634,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0277-9536","1873-5347",4.634,2020
"PERGAMON-ELSEVIER SCIENCE LTD","0277-9536","1873-5347",4.634,2020
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0885-8993","1941-0107",6.153,2020
"FRONTIERS MEDIA SA","1664-1078","1664-1078",2.988,2020
"WILEY","1354-1013","1365-2486",10.863,2020
"WILEY","1354-1013","1365-2486",10.863,2020
"WILEY","1354-1013","1365-2486",10.863,2020
"BMC","N/A","1471-2458",3.295,2020
"ROYAL SOC","0962-8436","1471-2970",6.238,2020
