"Name","Web of Science Documents","% Docs Cited","Category Normalized Citation Impact","International Collaborations","Gold Documents","Domestic Collaborations","State or Province","Corresponding Author (2008-2024)","Times Cited without Self-Citations","H-Index without Self-Citations","Year"
"California University of Pennsylvania",30,73.33,0.930886666666667,12,1,12,"PENNSYLVANIA, USA",9,335,9,2018
"Linfield University",51,58.82,0.452760784313726,4,3,15,"OREGON, USA",20,259,9,2018
"Midwestern University - Chicago College of Osteopathic Medicine",29,75.86,1.19709655172414,3,7,19,"ILLINOIS, USA",11,231,9,2018
"Ohio Wesleyan University",38,60.53,0.97866052631579,7,4,13,"OHIO, USA",24,375,9,2018
"Illinois State Water Survey",30,76.67,0.482386666666667,16,5,12,"ILLINOIS, USA",9,303,9,2018
"Kent State University Trumbull",18,88.89,1.19716111111111,14,2,3,"OHIO, USA",9,199,9,2018
"California Health Sciences University (CHSU)",17,82.35,1.05204117647059,9,3,8,"CALIFORNIA, USA",4,332,9,2018
"University of Phoenix",46,73.91,0.671741304347826,7,7,21,"ARIZONA, USA",30,258,9,2018
"Software Engineering Institute",37,72.97,0.907243243243243,9,0,17,"PENNSYLVANIA, USA",22,234,9,2018
"Washburn University",48,54.17,0.536197916666667,7,4,16,"KANSAS, USA",27,344,9,2018
"Biola University",56,57.14,0.595848214285714,6,3,20,"CALIFORNIA, USA",36,197,8,2018
"California Lutheran University",69,65.22,0.485721739130435,16,5,23,"CALIFORNIA, USA",40,342,8,2018
"Whittier College",49,46.94,0.282885714285714,5,2,17,"CALIFORNIA, USA",34,212,8,2018
"Albany State University",19,73.68,1.12942631578947,6,0,6,"GEORGIA, USA",12,235,8,2018
"Chaminade University Honolulu",23,78.26,0.589404347826087,6,5,9,"HAWAII, USA",7,225,8,2018
"Indiana University Kokomo",37,70.27,0.933816216216216,11,3,8,"INDIANA, USA",27,245,8,2018
"Bellarmine University",48,68.75,0.686579166666667,1,4,29,"KENTUCKY, USA",21,369,8,2018
"Louisiana State University Shreveport",46,56.52,0.490697826086957,9,10,28,"LOUISIANA, USA",19,349,8,2018
"Bowie State University",34,64.71,0.5219,5,2,16,"MARYLAND, USA",20,238,8,2018
"Washington College",48,62.5,0.470777083333333,7,3,19,"MARYLAND, USA",26,339,8,2018
"Westfield State University",50,52,0.622986,5,7,11,"MASSACHUSETTS, USA",38,184,8,2018
"Saint Marys University Minnesota",15,80,2.02574666666667,7,3,5,"MINNESOTA, USA",3,577,8,2018
"Eastern New Mexico University",30,83.33,0.937723333333333,12,7,10,"NEW MEXICO, USA",18,308,8,2018
"Daemen University",38,55.26,0.458484210526316,1,4,21,"NEW YORK, USA",24,194,8,2018
"Mercy College",39,71.79,0.681266666666667,6,3,18,"NEW YORK, USA",20,201,8,2018
"Saint Lawrence University",69,50.72,1.1087652173913,7,8,13,"NEW YORK, USA",49,486,8,2018
"Air Force Institute of Technology Graduate School of Engineering & Management",48,75,0.5337375,3,6,19,"OHIO, USA",3,237,8,2018
"Ashland University",31,74.19,0.9731,7,0,11,"OHIO, USA",17,369,8,2018
"Heidelberg University USA",17,76.47,0.710929411764706,0,3,11,"OHIO, USA",10,214,8,2018
"Westminster College Pennsylvania",16,75,0.85368125,7,1,6,"PENNSYLVANIA, USA",4,295,8,2018
"York College Pennsylvania",55,38.18,0.48064,6,1,19,"PENNSYLVANIA, USA",21,184,8,2018
"Dakota State University",41,58.54,0.55709756097561,1,1,18,"SOUTH DAKOTA, USA",31,177,8,2018
"University of Saint Thomas",41,58.54,0.584336585365854,4,3,16,"TEXAS, USA",19,204,8,2018
"West Virginia State University",50,56,0.53644,8,12,17,"WEST VIRGINIA, USA",14,402,8,2018
"Saint Johns University Collegeville",36,44.44,0.556513888888889,4,2,11,"MINNESOTA, USA",24,222,8,2018
"University Minnesota Crookston",20,75,0.9954,8,1,8,"MINNESOTA, USA",2,316,8,2018
"University of Maine Farmington",17,76.47,0.831905882352941,3,1,11,"MAINE, USA",9,255,8,2018
"Morehouse College",30,63.33,0.60131,1,0,16,"GEORGIA, USA",17,226,8,2018
"University of Tennessee Space Institute",23,65.22,0.414739130434783,4,4,12,"TENNESSEE, USA",17,158,8,2018
"University of Maryland University College",39,58.97,0.336279487179487,10,2,10,"MARYLAND, USA",26,205,8,2018
"College of Saint Benedict & Saint Johns University",49,44.9,0.47330612244898,4,3,19,"MINNESOTA, USA",29,262,8,2018
"Sarah Lawrence College",46,47.83,0.96094347826087,5,5,11,"NEW YORK, USA",31,194,8,2018
"Beloit College",38,68.42,2.52946315789474,8,4,14,"WISCONSIN, USA",22,248,8,2018
"Oakwood University",23,65.22,3.06838695652174,2,2,13,"ALABAMA, USA",5,133,8,2018
"Kent State University Stark",23,86.96,0.871560869565217,6,0,9,"OHIO, USA",15,140,8,2018
"Coppin State University",17,58.82,0.347552941176471,7,2,5,"MARYLAND, USA",4,129,7,2018
"Bemidji State University",22,63.64,0.606622727272727,6,1,9,"MINNESOTA, USA",10,206,7,2018
"Maryville University Saint Louis",20,70,0.391,0,1,12,"MISSOURI, USA",11,124,7,2018
"Antioch University New England",18,94.44,0.791522222222222,4,0,10,"NEW HAMPSHIRE, USA",12,231,7,2018
"Cedarville University",29,62.07,0.526641379310345,2,1,16,"OHIO, USA",21,194,7,2018
"Central State University",20,75,0.756185,6,3,11,"OHIO, USA",8,179,7,2018
"Mount St. Joseph University",19,89.47,0.798515789473684,3,1,12,"OHIO, USA",11,123,7,2018
"Otterbein University",38,63.16,0.573807894736842,6,2,12,"OHIO, USA",17,218,7,2018
"Texas Wesleyan University",22,68.18,0.638204545454546,4,4,11,"TEXAS, USA",6,135,7,2018
"University Mary Hardin Baylor",23,56.52,1.03254347826087,2,2,13,"TEXAS, USA",9,648,7,2018
"Regent University",60,35,0.266355,3,2,21,"VIRGINIA, USA",50,172,7,2018
"WellStar Atlanta Medical Center",24,83.33,0.9550875,3,6,17,"GEORGIA, USA",7,210,7,2018
"University of Wisconsin Green Bay",29,58.62,0.411037931034483,3,1,12,"WISCONSIN, USA",19,181,7,2018
"Benedict College",11,81.82,0.738263636363636,4,3,5,"SOUTH CAROLINA, USA",4,175,7,2018
"Lewis University",47,53.19,0.52361914893617,4,1,8,"ILLINOIS, USA",33,180,7,2018
"National Defense University - USA",44,65.91,1.43581590909091,6,4,10,"DISTRICT OF COLUMBIA, USA",31,191,7,2018
"Alcorn State University",23,60.87,0.914134782608696,9,3,13,"MISSISSIPPI, USA",5,163,7,2018
"Tougaloo College",18,61.11,2.05951666666667,1,2,13,"MISSISSIPPI, USA",3,212,7,2018
"University of Pikeville",19,57.89,0.641215789473684,2,4,11,"KENTUCKY, USA",5,290,7,2018
"McNeese State University",42,59.52,1.62216904761905,4,9,15,"LOUISIANA, USA",30,165,7,2018
"Geisinger Commonwealth School of Medicine",12,91.67,1.04721666666667,5,1,6,"PENNSYLVANIA, USA",2,301,7,2018
"St. George's University",27,37.04,1.64025925925926,4,5,23,"NEW YORK, USA",3,171,7,2018
"South College - Knoxville Campus",17,82.35,0.906658823529412,2,2,13,"TENNESSEE, USA",3,196,7,2018
"Keiser University",18,83.33,1.16165,3,4,11,"FLORIDA, USA",6,527,6,2018
"Palm Beach Atlantic University West Palm Beach",36,47.22,0.311377777777778,2,2,8,"FLORIDA, USA",30,175,6,2018
"Lesley University",34,64.71,0.492870588235294,7,0,13,"MASSACHUSETTS, USA",19,144,6,2018
"Mississippi College",50,32,0.21243,4,0,18,"MISSISSIPPI, USA",19,147,6,2018
"Wayne State College",11,72.73,0.509627272727273,5,0,2,"NEBRASKA, USA",2,119,6,2018
"Caldwell University",31,54.84,0.190893548387097,1,0,13,"NEW JERSEY, USA",27,69,6,2018
"Manhattanville College",27,51.85,0.732518518518518,3,2,7,"NEW YORK, USA",23,182,6,2018
"Muskingum University",15,60,1.42136666666667,2,1,2,"OHIO, USA",13,72,6,2018
"East Central University",20,65,0.407055,4,3,8,"OKLAHOMA, USA",12,103,6,2018
"Clarion University of Pennsylvania",26,53.85,0.231815384615385,6,2,10,"PENNSYLVANIA, USA",13,110,6,2018
"Edinboro University",33,57.58,0.587954545454546,5,3,13,"PENNSYLVANIA, USA",27,102,6,2018
"Misericordia University",45,40,0.751762222222222,2,3,7,"PENNSYLVANIA, USA",24,100,6,2018
"Johnson & Wales University",27,70.37,0.484396296296296,3,3,17,"RHODE ISLAND, USA",14,156,6,2018
"Our Lady Lake University San Antonio",16,75,0.88283125,1,1,10,"TEXAS, USA",10,90,6,2018
"Akron General Medical Center",14,64.29,0.951328571428571,1,2,8,"OHIO, USA",7,124,6,2018
"Iowa Methodist Medical Center",8,87.5,0.7474,0,0,6,"IOWA, USA",4,92,6,2018
"Miami Valley Hospital",13,69.23,1.0616,2,0,6,"OHIO, USA",8,157,6,2018
"Santa Barbara Cottage Hospital",19,63.16,0.832594736842105,0,4,14,"CALIFORNIA, USA",3,200,6,2018
"University of Puerto Rico Humacao",13,69.23,0.298684615384615,4,2,8,"PUERTO RICO, USA",4,99,6,2018
"Clayton State University",38,44.74,0.319410526315789,9,5,16,"GEORGIA, USA",17,185,6,2018
"Louisiana State University at Alexandria",14,78.57,0.500892857142857,4,1,8,"LOUISIANA, USA",6,108,6,2018
"Peru State College",11,63.64,0.566163636363636,3,0,4,"NEBRASKA, USA",4,105,6,2018
"Medgar Evers College",17,76.47,0.642976470588235,3,0,7,"NEW YORK, USA",7,229,6,2018
"University of Puerto Rico at Cayey",20,55,0.92773,4,3,11,"PUERTO RICO, USA",7,402,6,2018
"SUNY Empire State College",40,60,0.5497375,5,1,12,"NEW YORK, USA",27,142,6,2018
"Lewis Clark State College",16,81.25,0.58620625,3,3,6,"IDAHO, USA",10,101,6,2018
"Utah Tech University",36,38.89,0.256133333333333,6,1,14,"UTAH, USA",7,112,6,2018
"Keck Graduate Institute School of Pharmacy",12,83.33,1.61284166666667,2,4,8,"CALIFORNIA, USA",5,190,6,2018
"Columbus State Community College",13,61.54,1.79016923076923,5,1,1,"OHIO, USA",7,429,6,2018
"Walsh University",18,72.22,0.798816666666667,1,2,6,"OHIO, USA",11,272,6,2018
"University of Arkansas Fort Smith",29,51.72,0.415013793103448,5,2,13,"ARKANSAS, USA",16,152,6,2018
"Santa Monica College",13,84.62,2.78776923076923,4,2,4,"CALIFORNIA, USA",5,330,6,2018
"Cherkas Global University",53,73.58,1.54929433962264,46,29,0,"DISTRICT OF COLUMBIA, USA",31,68,6,2018
"Bethune-Cookman University",25,44,0.299128,9,3,4,"FLORIDA, USA",2,93,5,2018
"Albizu University",7,71.43,1.48567142857143,1,0,4,"FLORIDA, USA",1,77,5,2018
"Northwestern State University of Louisiana",20,50,0.23402,2,1,6,"LOUISIANA, USA",12,60,5,2018
"Mississippi Valley State University",10,100,3.71305,1,2,7,"MISSISSIPPI, USA",3,89,5,2018
"William Carey University",22,68.18,0.787981818181818,1,2,16,"MISSISSIPPI, USA",7,81,5,2018
"Franciscan University of Steubenville",21,52.38,0.211733333333333,2,10,7,"OHIO, USA",14,75,5,2018
"Malone University",11,54.55,0.811381818181818,1,0,5,"OHIO, USA",8,73,5,2018
"Marietta College",37,27.03,0.330167567567568,3,0,20,"OHIO, USA",24,138,5,2018
"Tiffin University",10,70,1.6235,1,1,6,"OHIO, USA",2,54,5,2018
"Wittenberg University",32,56.25,1.141875,2,1,13,"OHIO, USA",13,584,5,2018
"Oklahoma City University",31,38.71,25.0416161290323,5,3,9,"OKLAHOMA, USA",17,63,5,2018
"Lincoln University - Pennsylvania",13,53.85,0.384053846153846,5,3,5,"PENNSYLVANIA, USA",3,77,5,2018
"Lock Haven University",21,47.62,1.36096666666667,2,2,11,"PENNSYLVANIA, USA",7,111,5,2018
"Claflin University",15,66.67,0.54918,1,3,9,"SOUTH CAROLINA, USA",9,156,5,2018
"South Carolina State University",22,50,0.499686363636364,3,2,6,"SOUTH CAROLINA, USA",14,165,5,2018
"Northern State University",16,62.5,1.48221875,2,2,6,"SOUTH DAKOTA, USA",12,115,5,2018
"University of Tennessee Martin",58,22.41,0.0802551724137931,8,0,8,"TENNESSEE, USA",34,89,5,2018
"Northern Vermont University",11,81.82,0.4744,3,1,5,"VERMONT, USA",3,87,5,2018
"Mary Baldwin University",16,50,0.47985625,3,1,4,"VIRGINIA, USA",9,156,5,2018
"Whitworth University",37,48.65,0.440621621621622,5,1,12,"WASHINGTON, USA",21,93,5,2018
"University of Wisconsin Superior",7,71.43,2.55755714285714,5,0,0,"WISCONSIN, USA",4,454,5,2018
"Polytechnic University Puerto Rico",8,75,0.8517125,6,0,1,"PUERTO RICO, USA",1,86,5,2018
"University of Maine Presque Isle",12,100,0.8409,6,5,6,"MAINE, USA",4,317,5,2018
"Brigham Young University - Hawaii",22,45.45,0.443963636363636,3,1,6,"HAWAII, USA",10,79,5,2018
"Abraham Baldwin Agricultural College",5,100,1.1956,2,1,3,"GEORGIA, USA",1,96,5,2018
"Argosy University",17,64.71,0.415152941176471,3,2,6,"WASHINGTON, USA",7,102,5,2018
"Midwestern University - College of Health Sciences - Illinois",10,60,2.02461,0,1,10,"ILLINOIS, USA",3,433,5,2018
"University of Mount Union",19,73.68,1.38287894736842,4,2,8,"OHIO, USA",6,800,5,2018
"Hellenic American University",14,57.14,1.65783571428571,3,0,0,"NEW HAMPSHIRE, USA",9,70,5,2018
"Bloomfield College",10,70,1.72527,5,0,3,"NEW JERSEY, USA",5,132,5,2018
"Alaska Pacific University",9,100,0.605833333333333,3,2,5,"ALASKA, USA",5,112,4,2018
"Adams State University",21,47.62,0.305295238095238,5,1,9,"COLORADO, USA",7,71,4,2018
"Colorado Technical University",14,71.43,0.386421428571429,9,3,3,"COLORADO, USA",5,72,4,2018
"Saint Leo University",39,46.15,0.479305128205128,7,3,6,"FLORIDA, USA",32,62,4,2018
"Georgia Southwestern State University",14,64.29,0.897635714285714,4,2,5,"GEORGIA, USA",8,75,4,2018
"National Louis University",36,41.67,0.449875,10,0,10,"ILLINOIS, USA",18,83,4,2018
"Goshen College",5,100,0.75772,1,1,2,"INDIANA, USA",2,51,4,2018
"Grambling State University",14,57.14,0.323535714285714,1,2,7,"LOUISIANA, USA",7,93,4,2018
"Southern University New Orleans",13,69.23,0.716376923076923,6,0,6,"LOUISIANA, USA",1,134,4,2018
"Mount Saint Marys University Maryland",38,23.68,0.270347368421053,0,2,10,"MARYLAND, USA",26,58,4,2018
"Michigan State University College Law",18,55.56,1.44953333333333,1,2,4,"MICHIGAN, USA",13,105,4,2018
"College of St. Scholastica",21,47.62,0.370461904761905,4,5,7,"MINNESOTA, USA",11,197,4,2018
"Chadron State College",6,83.33,0.5366,2,2,3,"NEBRASKA, USA",2,64,4,2018
"University of Mount Saint Vincent",12,58.33,0.483875,1,1,5,"NEW YORK, USA",7,58,4,2018
"Hiram College",9,88.89,0.645233333333333,0,1,6,"OHIO, USA",6,61,4,2018
"Shawnee State University",16,62.5,0.51478125,2,2,3,"OHIO, USA",12,91,4,2018
"Immaculata University",14,42.86,0.8107,1,1,9,"PENNSYLVANIA, USA",2,131,4,2018
"Mansfield University - Pennsylvania",10,60,9.02549,3,2,3,"PENNSYLVANIA, USA",3,110,4,2018
"Southern Adventist University",8,75,0.8710125,1,1,6,"TENNESSEE, USA",3,57,4,2018
"Concordia University Texas",7,71.43,1.1635,2,1,3,"TEXAS, USA",1,61,4,2018
"Texas A&M University Texarkana",9,66.67,0.3072,2,1,4,"TEXAS, USA",5,45,4,2018
"University of Charleston",13,69.23,0.234707692307692,2,4,8,"WEST VIRGINIA, USA",5,89,4,2018
"Edgewood College",12,58.33,0.437883333333333,1,0,3,"WISCONSIN, USA",9,50,4,2018
"Baptist Memorial Hospital Memphis",9,55.56,1.62187777777778,3,2,5,"TENNESSEE, USA",1,57,4,2018
"University of North Texas at Dallas",8,75,0.497775,1,2,6,"TEXAS, USA",2,61,4,2018
"Dalton State College",16,75,0.45116875,3,2,10,"GEORGIA, USA",10,115,4,2018
"University of Maine Fort Kent",6,100,0.401083333333333,4,1,2,"MAINE, USA",2,44,4,2018
"Massachusetts Maritime Academy",10,40,0.91599,1,0,5,"MASSACHUSETTS, USA",6,46,4,2018
"Universidad Central de Bayamon",15,53.33,0.344173333333333,2,1,10,"PUERTO RICO, USA",3,61,4,2018
"Morrisville State College",8,50,2.3785125,0,1,4,"NEW YORK, USA",3,291,4,2018
"College of Coastal Georgia",12,50,0.183458333333333,1,0,3,"GEORGIA, USA",10,40,4,2018
"Dillard University",9,55.56,0.926055555555556,1,0,4,"LOUISIANA, USA",3,66,4,2018
"Midwestern University - College of Dental Medicine - Illinois",6,83.33,0.342833333333333,1,2,5,"ILLINOIS, USA",3,36,4,2018
"Russell Sage College",13,61.54,0.872069230769231,2,0,8,"NEW YORK, USA",4,160,4,2018
"Santa Rosa Junior College",8,62.5,0.4409875,0,1,5,"CALIFORNIA, USA",4,44,4,2018
"Universidad Metropolitana (UMET)",11,54.55,0.325836363636364,2,2,7,"PUERTO RICO, USA",1,140,4,2018
"Monmouth College",24,37.5,0.1751875,3,2,6,"ILLINOIS, USA",11,49,4,2018
"Harris-Stowe State University",7,85.71,1.05725714285714,6,0,1,"MISSOURI, USA",1,49,4,2018
"Philander Smith College",9,55.56,0.272211111111111,2,1,2,"ARKANSAS, USA",7,18,4,2018
"DeSales University",30,46.67,0.260156666666667,0,3,9,"PENNSYLVANIA, USA",16,64,4,2018
"Gwynedd Mercy University",18,33.33,0.186422222222222,1,2,10,"PENNSYLVANIA, USA",7,31,4,2018
"Little Big Horn College",5,80,0.77682,0,2,4,"MONTANA, USA",3,72,4,2018
"Northwest Indian College",6,100,1.10401666666667,2,0,4,"WASHINGTON, USA",2,85,4,2018
"Irvine Valley College",11,63.64,1.43496363636364,7,0,2,"CALIFORNIA, USA",5,176,4,2018
"Eastern Oklahoma State College",9,66.67,0.403955555555556,0,0,9,"OKLAHOMA, USA",7,69,4,2018
"University of West Alabama",16,56.25,0.55240625,3,5,8,"ALABAMA, USA",10,142,3,2018
"Harding University",11,54.55,0.648972727272727,1,1,6,"ARKANSAS, USA",5,116,3,2018
"Fresno Pacific University",20,30,0.23401,8,1,1,"CALIFORNIA, USA",19,49,3,2018
"Notre Dame de Namur University",12,58.33,0.379416666666667,1,0,3,"CALIFORNIA, USA",10,31,3,2018
"Pacific Union College",9,88.89,0.356244444444444,3,1,2,"CALIFORNIA, USA",8,30,3,2018
"Woodbury University",21,38.1,0.239857142857143,0,0,2,"CALIFORNIA, USA",20,21,3,2018
"Wilmington University",7,85.71,0.4783,0,2,1,"DELAWARE, USA",6,33,3,2018
"Trinity Washington University",6,66.67,0.478033333333333,0,1,3,"DISTRICT OF COLUMBIA, USA",3,33,3,2018
"Brenau University",5,80,1.40464,1,1,2,"GEORGIA, USA",2,103,3,2018
"Aurora University",23,34.78,0.82315652173913,1,1,8,"ILLINOIS, USA",10,113,3,2018
"Judson University",10,50,0.4061,0,0,3,"ILLINOIS, USA",9,37,3,2018
"Trinity International University",11,45.45,0.777118181818182,0,0,2,"ILLINOIS, USA",9,31,3,2018
"University of Saint Francis",12,41.67,0.384708333333333,0,0,5,"ILLINOIS, USA",8,52,3,2018
"Baker University",8,50,0.458125,2,3,3,"KANSAS, USA",5,42,3,2018
"University of the Cumberlands",7,57.14,0.631028571428571,1,0,2,"KENTUCKY, USA",4,82,3,2018
"Northwestern Health Sciences University",5,60,0.58822,1,1,3,"MINNESOTA, USA",2,61,3,2018
"Southwestern College",5,100,0.57536,1,1,3,"NEW MEXICO, USA",2,39,3,2018
"Western New Mexico University",7,57.14,0.141571428571429,2,3,3,"NEW MEXICO, USA",2,24,3,2018
"Gardner Webb University",20,30,1.191175,1,1,4,"NORTH CAROLINA, USA",15,193,3,2018
"University of Mary",6,66.67,0.485633333333333,0,1,4,"NORTH DAKOTA, USA",0,35,3,2018
"Ohio Dominican University",14,57.14,0.510635714285714,1,1,3,"OHIO, USA",10,107,3,2018
"Alvernia University",15,33.33,0.30632,0,1,7,"PENNSYLVANIA, USA",10,20,3,2018
"Hardin Simmons University",11,45.45,0.913681818181818,1,0,3,"TEXAS, USA",7,79,3,2018
"Schreiner University",7,42.86,0.810157142857143,0,1,2,"TEXAS, USA",7,43,3,2018
"Southwestern Adventist University",6,66.67,0.378533333333333,2,1,4,"TEXAS, USA",2,37,3,2018
"Vermont Law & Graduate School",13,69.23,0.675123076923077,1,3,5,"VERMONT, USA",10,110,3,2018
"Virginia Union University",12,58.33,0.277433333333333,3,1,1,"VIRGINIA, USA",5,17,3,2018
"Heritage University",10,50,0.26805,0,0,4,"WASHINGTON, USA",6,20,3,2018
"Wheeling University",23,26.09,0.503786956521739,2,0,4,"WEST VIRGINIA, USA",6,261,3,2018
"Cardinal Stritch University",21,23.81,0.123914285714286,0,0,14,"WISCONSIN, USA",18,24,3,2018
"University of Wisconsin River Falls",10,40,0.35696,1,1,5,"WISCONSIN, USA",4,29,3,2018
"Indiana University - Purdue University Columbus",4,100,0.998525,0,2,3,"INDIANA, USA",3,37,3,2018
"University of Maine Machias",5,80,2.14718,0,0,4,"MAINE, USA",2,50,3,2018
"University of Puerto Rico at Utuado",3,100,0.3705,1,0,2,"PUERTO RICO, USA",0,21,3,2018
"Southeastern Baptist Theological Seminary",7,42.86,1.24147142857143,0,2,1,"NORTH CAROLINA, USA",7,10,3,2018
"East Georgia State College",9,44.44,0.260111111111111,1,1,4,"GEORGIA, USA",4,49,3,2018
"Michigan State University AgBioResearch",3,100,0.550866666666667,0,2,3,"MICHIGAN, USA",1,62,3,2018
"Antioch University Midwest",6,66.67,1.12138333333333,2,0,2,"OHIO, USA",4,24,3,2018
"Methodist Theological School in Ohio",6,83.33,2.23016666666667,0,0,0,"OHIO, USA",5,22,3,2018
"Paine College",5,60,0.1342,3,1,1,"GEORGIA, USA",1,15,3,2018
